aba	546,阿巴 1050,阿爸 1050,阿爸 2786,阿坝
langxingoufei	2044,狼心狗肺
langxixian	2194,郎溪县
langya	5112,琅琊
langyan	1708,狼烟
langyansiqi	1708,狼烟四起
langyaqu	5112,琅琊区
langyashan	1708,狼牙山 5112,琅琊山
langyin	2015,朗吟
langyong	1642,浪涌
langyu	4337,榔榆
langyuan	5334,阆苑
langzai	3712,狼崽
langzhao	1276,朗照
langzhiwan	1457,郎之万
langzhong	1457,郎中 5334,阆中
langzhongshi	5334,阆中市
langzhu	2653,狼蛛
langzi	1186,浪子
langzihuitou	1186,浪子回头
langziyexin	1708,狼子野心
lanhai	1190,蓝海
lanhan	2230,懒汉
lanhaoren	1754,烂好人 2282,滥好人
lanheba	2786,拦河坝
lanhoufenghu	2096,蓝喉蜂虎
lanhougequ	6062,蓝喉歌鸲
lanhoutaiyangniao	2096,蓝喉太阳鸟
lanhouxianweng	7402,蓝喉仙鹟
lanhu	1754,烂糊
lanhua	642,兰花
lanhuazhi	642,兰花指
lanina	1584,拉尼娜
laniya	2877,拉尼娅
lanjia	2101,栏架
lanjian	1996,拦检 3716,阑槛
lanjiao	642,兰交 2282,滥交 3607,榄角
lanjidong	5627,蓝矶鸫
lanjie	1996,拦劫 1996,拦截
lanjing	1725,蓝晶 2618,蓝鲸
lanjingling	1190,蓝精灵 1190,蓝精灵
lanjinhuang	1190,蓝金黄
lanjun	1733,蓝菌
lanjunmen	1733,蓝菌门
lanjuxing	1190,蓝巨星
lanjuzi	3614,烂橘子
lankaisite	642,兰开斯特
lankaixiajun	2289,兰开夏郡
lankan	3716,阑槛
lankanlanfa	2282,滥砍滥伐
lankao	642,兰考
lankaoxian	877,兰考县
lanke	642,兰克 642,兰科
lankou	5601,兰蔻
lankuang	3419,篮筐
lanlao	32226,囒哰
lanlianjianniao	7261,蓝脸鲣鸟
lanling	1190,蓝领 1965,兰陵
lanlingxian	1965,兰陵县
lanlingxiaoxiaosheng	1965,兰陵笑笑生
lanlu	1996,拦路
lanluhu	1996,拦路虎
lanlv	2894,蓝缕 4288,褴褛
lanlvjun	1733,蓝绿菌
lanlvque	3525,蓝绿鹊
lanlvzao	2652,蓝绿藻
lanma	2282,滥骂
lanmaji	1391,蓝马鸡
lanman	1754,烂漫 2282,滥漫 5186,烂缦 5520,烂熳
lanmao	2230,懒猫
lanmei	4076,蓝莓
lanmeilinqu	6062,蓝眉林鸲
lanmu	1061,兰姆 1061,兰姆 2101,栏目
lanmuda	1061,兰姆打 1061,兰姆达
lanmujiu	1061,兰姆酒
lanni	1754,烂泥
lannong	3236,蓝侬
lanpeichengqing	4619,揽辔澄清
lanpian	1754,烂片
lanping	2716,兰坪
lanpingsiji	1891,蓝屏死机
lanpingxian	2716,兰坪县
lanpini	3441,蓝毗尼
lanpishu	1190,蓝皮书
lanpu	2274,兰谱
lanqing	2282,滥情
lanqiu	2357,篮球
lanqiuchang	2357,篮球场
lanquan	2101,栏圈 2282,滥权 2357,篮圈
lanre	651,兰若
lanren	2230,懒人
lanrenbao	2230,懒人包
lanrenshafa	2230,懒人沙发
lanru	3716,阑入
lansan	2230,懒散
lanse	1190,蓝色
lanseji	1546,蓝色剂
lansexiaojingling	1190,蓝色小精灵
lanseyaoji	2683,蓝色妖姬
lansha	2282,滥杀
lanshan	642,兰山 1190,蓝山 2663,岚山 3716,阑珊
lanshang	5139,滥觞
lanshanqu	642,兰山区 2663,岚山区
lanshanxian	1190,蓝山县
lanshawugu	2596,滥杀无辜
lanshe	4053,兰麝
lanshebing	1958,蓝舌病
lansheng	1886,览胜 2821,缆绳
lanshetou	1958,烂舌头
lanshi	708,兰室
lanshidaihua	1604,蓝饰带花
lanshu	1754,烂熟
lansi	642,兰斯
lansiluote	978,兰斯洛特
lansuo	2821,缆索
lansuodiaoyi	2821,缆索吊椅
lantanzi	2154,烂摊子
lantaohua	1839,烂桃花
lantaozi	2282,滥套子
lante	642,兰特
lantian	1190,蓝天 1190,蓝田
lantianxian	1190,蓝田县
lantianzhongyu	1190,蓝田种玉
lantou	1754,烂透 3716,阑头
lantouhongweiqu	6062,蓝头红尾鸲
lantu	1190,蓝图
lanwang	1996,拦网
lanwei	1754,烂尾 2101,栏位 3716,阑尾
lanweiqiechushu	3716,阑尾切除术
lanweiyan	3716,阑尾炎
lanwu	7073,蓝鹀
lanwuhuo	1754,烂污货
lanxi	642,兰西 2194,兰溪
lanxian	2663,岚县 2821,缆线 6307,蓝鹇
lanxijun	1733,蓝细菌
lanxin	642,兰新 1463,兰辛
lanxing	2282,滥刑
lanxintielu	779,兰新铁路
lanxiongchun	4348,蓝胸鹑
lanxiongfofaseng	2013,蓝胸佛法僧
lanxiongyangji	3522,蓝胸秧鸡
lanxishi	2194,兰溪市
lanxixian	877,兰西县
lanxiyuansu	5547,镧系元素
lanxue	642,兰学
lanxuyefenghu	1912,蓝须夜蜂虎
lanya	1190,蓝牙
lanyan	642,兰言 5587,谰言
lanyangyang	2230,懒洋洋
lanyanzhiji	1545,蓝颜知己
lanyao	1996,拦腰 2230,懒腰
lanyi	1190,蓝移 3716,阑遗
lanyinxuguo	3125,兰因絮果
lanyong	2282,滥用
lanyongquanli	2282,滥用权力
lanyongzhiquan	2282,滥用职权
lanyu	1001,兰玉 2636,兰屿 4935,滥竽
lanyuchongshu	4935,滥竽充数
lanyuxiang	2636,兰屿乡
lanzai	3712,烂崽
lanzao	2652,蓝藻
lanzaomen	2652,蓝藻门
lanzha	2995,栏栅
lanzhang	642,兰章 2179,烂账
lanzhenbasedong	5627,蓝枕八色鸫
lanzhengchangguandao	1132,兰郑长管道
lanzhenhuaminiao	2605,蓝枕花蜜鸟
lanzhou	721,兰州 2224,兰舟
lanzhoudaxue	721,兰州大学
lanzhoushi	721,兰州市
lanzhu	1996,拦住
lanzhuang	2821,缆桩
lanzi	2357,篮子
lanzu	1996,拦阻
lanzui	1783,烂醉
lanzuiruni	1783,烂醉如泥
laoai	37600,嫪毐
laoaide	1121,劳埃德
laoansuan	3667,酪氨酸
laoba	1050,老爸
laobaixing	1149,老百姓
laoban	930,老板 930,老板 930,老板 1298,老伴
laobaner	1298,老伴儿
laobangshengzhu	3947,老蚌生珠
laobanniang	930,老板娘
laobantian	513,老半天
laobao	5000,老鸨
laobei	1477,老辈
laoben	179,老本 2508,捞本
laobian	316,老边
laobianqu	316,老边区
laobing	398,老兵 3440,烙饼 3667,酪饼 4886,痨病
laobizi	1335,老鼻子
laobo	821,老伯
laobobo	821,老伯伯
laobusi	317,老不死
laocanyouji	1150,老残游记
laocheng	179,老成 413,老城
laochengchizhong	357,老成持重
laochengqu	413,老城区 413,老城区
laochou	1178,老抽
laochunv	224,老处女
laocu	1414,老粗
laoda	179,老大
laodabuxiao	179,老大不小
laodage	804,老大哥
laodama	750,老大妈
laodan	1300,老旦 5598,老聃
laodanbai	3667,酪蛋白
laodangyizhuang	1432,老当益壮
laodaniang	881,老大娘
laodao	179,老到 3399,唠叨
laodaocao	2529,捞稻草
laodatushangbei	1166,老大徒伤悲
laodaye	1007,老大爷
laodeng	179,老等
laodi	816,老弟
laodiao	1829,老雕
laodiaochongtan	632,老调重弹
laodiaoya	997,老掉牙
laodie	2004,老爹
laodifang	179,老地方
laodong	679,劳动
laodongbao	679,劳动报
laodongbaoxian	679,劳动保险
laodonggaizao	679,劳动改造
laodonghetong	679,劳动合同
laodongjiaoyang	760,劳动教养
laodongjie	679,劳动节
laodongli	679,劳动力
laodongmofan	705,劳动模范
laodongnengli	679,劳动能力
laodongrenmin	679,劳动人民
laodongxi	194,老东西
laodongxinwen	825,劳动新闻
laodongying	679,劳动营
laodongzhe	679,劳动者
laodun	794,劳顿
laoer	179,老二 192,老儿
laoerwugong	679,劳而无功
laofan	1253,劳烦
laofang	679,劳方 1696,牢房
laofoye	1007,老佛爷
laofu	377,老夫 589,老父
laofuren	932,老妇人
laogai	679,劳改
laogaiying	679,劳改营
laoge	1040,老歌
laogeng	2919,老梗
laogong	179,老公 179,老公 679,劳工
laogonggong	179,老公公
laogu	1696,牢固 1817,劳雇
laogua	5187,老鸹
laoguban	930,老古板
laoguguanxi	1817,劳雇关系
laogutou	1036,老骨头
laohan	711,老汉 1490,落汗
laohaoren	179,老好人
laohei	519,老黑
laohekou	574,老河口
laohekoushi	574,老河口市
laohu	1083,老虎
laohua	179,老化 410,老花
laohuajing	1251,老花镜
laohuamei	3058,老化酶
laohuangli	759,老皇历
laohuayan	410,老花眼
laohucai	1266,老虎菜
laohudeng	2680,老虎凳
laohuji	1083,老虎机
laohuli	2738,老狐狸
laohuqian	3344,老虎钳
laohutu	1735,老糊涂
laohuwuzi	1781,老虎伍兹
laohuzao	2691,老虎灶
laoji	211,老几 1696,牢记 3835,老骥
laojia	179,老家 496,落价 1567,劳驾
laojiahuo	1047,老家伙 1047,老家伙
laojian	3608,老茧 6206,老趼
laojiang	179,老将
laojianghu	918,老江湖
laojianjuhua	1992,老奸巨滑 3083,老奸巨猾
laojiao	679,劳教
laojiaosuo	679,劳教所
laojiazei	2001,老家贼
laojie	1101,老街
laojifuli	5293,老骥伏枥
laojing	582,老境
laojisifeng	3835,老骥嘶风
laojiu	797,老酒 915,老旧
laojuan	2329,劳倦
laojun	985,老君
laokang	2975,落炕
laokao	1696,牢靠
laokaotuodang	1840,牢靠妥当
laoke	583,老客 4594,唠嗑
laokeer	583,老客儿
laokong	496,落空
laokou	4103,老抠
laoku	679,劳苦
laokuangkuang	2144,老框框
laola	2420,老辣
laolai	1365,老赖
laolaiqiao	2880,老来俏
laolaishao	233,老来少
laolao	179,老老 1696,牢牢 2874,姥姥
laolaodaodao	2844,劳劳叨叨 3399,唠唠叨叨
laolarou	1497,老腊肉
laolaxipan	5962,劳拉西泮
laolei	1323,劳累
laoli	547,老例 679,劳力 3667,酪梨
laolian	615,老脸 1005,老练
laoliangkouer	212,老两口儿
laoling	1510,老龄
laolinghua	1510,老龄化
laolishi	679,劳力士
laolong	1928,牢笼
laolu	305,老路 2548,劳碌
laolunsi	970,劳伦斯
laoma	750,老妈
laomai	1698,老迈
laomalianzhan	3192,老马恋栈
laomanyuan	1640,落埋怨
laomao	4373,老耄
laomaobing	623,老毛病
laomaoer	1750,老帽儿
laomaozi	623,老毛子
laomashitu	1085,老马识途
laomasifeng	2776,老马嘶风
laomazi	750,老妈子
laomei	179,老美
laominshangcai	680,劳民伤财
laomo	689,劳模 1493,老墨
laomoushensuan	989,老谋深算
laomu	2874,老姥
laonainai	1278,老奶奶
laonian	179,老年
laonianchidai	2225,老年痴呆
laonianchidaizheng	2225,老年痴呆症
laoniang	881,老娘 2874,姥娘
laonianqi	253,老年期
laonianren	179,老年人
laoniao	1263,老鸟
laoniuchinencao	2500,老牛吃嫩草
laoniulapoche	1018,老牛拉破车
laoniupoche	1018,老牛破车
laoniushidu	4344,老牛舐犊
laonongye	3667,酪农业
laopai	532,老派 1261,老牌
laopengyou	882,老朋友
laopo	1347,老婆
laopu	2274,老谱
laoqian	599,老千 2508,捞钱
laoqihengqiu	1330,老气横秋
laoqu	2508,捞取
laoren	179,老人
laorenjia	179,老人家
laorenyuan	338,老人院
laoru	3667,酪乳
laosanpian	1008,老三篇
laosanse	304,老三色
laosao	2237,牢骚 49645,髝髞
laosha	3664,姥鲨
laoshai	496,落色
laoshan	4592,崂山
laoshang	679,劳伤
laoshanqu	4592,崂山区
laoshao	233,老少
laoshaojieyi	1419,老少皆宜
laoshaowuqi	1699,老少无欺
laoshaoxianyi	2525,老少咸宜
laoshe	1344,老舍
laoshen	679,劳神
laosheng	179,老生
laoshengchangtan	474,老生常谈
laoshenzaizai	227,老神在在
laoshi	179,老实 179,老是 303,老式 333,老师 438,老视 1696,牢实
laoshibajiao	546,老实巴交
laoshishuo	179,老实说
laoshiyan	438,老视眼
laoshizi	679,劳什子 1696,牢什子 2508,捞什子
laoshou	179,老手
laoshu	1693,老鼠
laoshudong	1693,老鼠洞
laoshuweiba	1693,老鼠尾巴
laosiji	278,老司机
laosilaisi	1196,劳斯莱斯
laosou	3804,老叟
laosu	3667,酪素
laosun	911,劳损
laotai	240,老太 528,老态
laotaigong	240,老太公
laotailongzhong	905,老态龙钟
laotaipo	1347,老太婆
laotaitai	240,老太太
laotaiye	1007,老太爷
laotao	1091,老套 4324,老饕
laotaozi	1091,老套子
laotian	179,老天
laotianye	1007,老天爷
laotie	779,老铁 3440,烙铁
laoting	2002,乐亭
laotingxian	2002,乐亭县
laotou	179,老头 1696,牢头
laotouer	192,老头儿
laotoule	619,老头乐
laotouzi	179,老头子
laowai	179,老外
laowaikuai	2508,捞外快
laoweihui	679,劳委会
laoweng	2112,老翁
laowo	3710,老挝
laowu	679,劳务
laowuhetong	679,劳务合同
laowujiaohuan	824,劳务交换
laowuqia	1308,老乌恰
laowurenyuan	679,劳务人员
laowushichang	679,劳务市场
laoxiang	922,老乡
laoxiao	179,老小
laoxiaolaoxiao	179,老小老小
laoxigu	1036,老戏骨
laoxin	679,劳心
laoxinkusi	679,劳心苦思
laoxinlaoli	679,劳心劳力
laoxiong	1089,老兄
laoxiuchengnu	2048,老羞成怒
laoyanfenfei	1705,劳燕分飞
laoyangui	1042,老烟鬼
laoyangzi	179,老样子
laoyanhunhua	1561,老眼昏花
laoyanqiang	967,老烟枪
laoyao	4505,老幺
laoye	1007,老爷 2874,姥爷
laoyeche	1007,老爷车
laoyeling	2214,老爷岭
laoyeye	1007,老爷爷
laoyezi	1007,老爷子
laoyi	1245,劳役 2338,劳逸
laoyiba	2508,捞一把
laoyibei	1477,老一辈
laoyijiehe	2338,劳逸结合
laoyin	3440,烙印
laoying	1927,老鹰
laoyingxingyun	1927,老鹰星云
laoyitao	1091,老一套
laoyou	594,老友 1696,牢友
laoyoushui	2508,捞油水
laoyoutiao	948,老油条
laoyouzi	948,老油子
laoyu	1696,牢狱 4872,老妪
laoyuan	386,老远
laoyumi	1001,老玉米
laoyushigu	572,老于世故
laoyuzhizai	1696,牢狱之灾
laozao	462,老早 5193,醪糟
laozhan	3192,落栈
laozhang	1242,老丈 2179,老账
laozhangren	1242,老丈人
laozhe	179,老者
laozhelian	615,老着脸
laozhen	2605,落枕
laozhuang	1024,老庄
laozhuo	2709,老拙
laozi	179,老子 179,老子 496,落子 679,劳资 1696,牢子
laozige	325,老资格
laoziguanxi	679,劳资关系
laozihao	487,老字号
laozong	228,老总
laozuo	679,劳作
lapasi	1519,拉帕斯
lapi	741,拉皮 3788,拉坯
lapiao	910,拉票
laping	324,拉平
lapitiao	741,拉皮条
lapulan	642,拉普兰
lapulasi	630,拉普拉斯
laqian	5757,蜡扦
laqiao	1063,拉齐奥
laqingge	497,拉青格
laqu	324,拉取
laran	2593,蜡染
laru	324,拉入
lasa	1046,拉萨
lasai	2677,喇赛
lasalu	1445,拉撒路
lasashi	1046,拉萨市
lasatiaoyue	1046,拉萨条约
lasen	1029,拉森
lasha	2677,喇沙 2677,喇沙
lashabingdu	947,拉沙病毒
lashang	660,拉伤
lashantou	324,拉山头
lashen	1161,拉伸
lashengyi	324,拉生意
lashenqiangdu	1161,拉伸强度
lashi	3336,拉屎
lashikaerjia	717,拉什卡尔加
lashimoershan	955,拉什莫尔山
lashou	324,拉手 324,拉手
lasimo	1026,拉丝模
lasimusen	1683,拉斯穆森
lasiweijiasi	520,拉斯维加斯
lasuo	1558,拉锁
lata	5040,邋遢
latai	1386,拉抬 2593,蜡台
latiao	2420,辣条
latuo	5617,蜡坨
latuoer	5617,蜡坨儿
latuoweiya	943,拉脱维亚
latuozi	5617,蜡坨子
lawaer	1195,拉瓦尔
lawaxi	2058,拉瓦锡
lawenkelao	679,拉文克劳
lawenna	684,拉文纳
laxi	1788,拉稀
laxialian	615,拉下脸
laxiangguan	2593,蜡像馆
laxin	1463,拉辛
layanjing	2420,辣眼睛
layue	1497,腊月
laza	853,拉杂
lazalu	4170,拉匝禄
lazhi	324,拉制 2540,辣汁 2593,蜡纸 2593,蜡质
lazhu	2593,蜡烛
lazhuliangtoushao	2593,蜡烛两头烧
lazi	2420,辣子 3150,拉孜 35574,揦子
lazixian	3150,拉孜县
lean	619,乐安
leanxian	877,乐安县
lebi	1559,勒逼
lebukezhi	619,乐不可支
lebusishu	2602,乐不思蜀
lechang	1606,乐昌
lechangfenjing	1606,乐昌分镜
lechangshi	1606,乐昌市
lechangzhijing	1606,乐昌之镜
lecibupi	1778,乐此不疲
ledao	619,乐道
ledi	1429,乐蒂
ledianlexian	3765,乐颠了馅
ledong	619,乐东
ledongxian	877,乐东县
ledu	619,乐都
leduxian	877,乐都县
leer	619,乐儿
lefuxie	1638,乐福鞋
legao	619,乐高
legou	1078,乐购
leguan	619,乐观
leguanqicheng	619,乐观其成
leguanzhuyi	619,乐观主义
lehafeier	966,勒哈费尔
lehehe	1861,乐呵呵
lehuameilan	1159,乐华梅兰
lehuo	619,乐活
leiaercheng	686,雷阿尔城
leibao	1028,雷暴
leiben	1285,泪奔
leibi	311,类比 2534,勒毙
leibicelve	714,类比策略
leibie	311,类别
leibiju	4182,类鼻疽
leibo	686,雷波
leiboxian	877,雷波县
leibozi	2175,勒脖子
leicha	3685,擂茶
leichenggou	1323,累成狗
leida	686,雷达
leidabudong	686,雷打不动
leidatianxian	686,雷达天线
leidayuxiao	928,雷大雨小
leide	686,雷德
leidian	686,雷电 1271,泪点
leidiandi	1271,泪点低
leidianji	686,雷电计
leidianjitu	686,雷电计图
leidixingxing	537,类地行星
leidusu	947,类毒素
leien	888,雷恩
leifan	1323,累犯
leifeng	1671,雷锋
leifengshiyinzi	1743,类风湿因子
leifengta	1473,雷峰塔
leigai	1052,雷盖
leigen	686,雷根
leigong	686,雷公
leigongdadoufu	1793,雷公打豆腐
leigu	2417,垒固 3324,肋骨
leiguan	686,雷管 1271,泪管
leiguang	1271,泪光
leiguchun	2560,类固醇
leigui	1042,雷鬼
leigumingjin	3685,擂鼓鸣金
leihana	3329,蕾哈娜
leihen	1938,泪痕
leihong	1264,雷轰
leihua	1271,泪花
leihuai	1323,累坏
leihuangtong	3905,类黄酮
leiji	686,雷击 1323,累及 1323,累积 1323,累计
leijianji	3324,肋间肌
leijiaqi	1323,累加器
leijiazongshu	1323,累加总数
leijijiliang	1546,累积剂量
leijin	966,勒紧 1323,累进
leijinkudai	2090,勒紧裤带
leijinshu	610,类金属
leijuebuai	1323,累觉不爱
leikesasi	1046,雷克萨斯
leikesi	686,雷克斯
leikesibaolong	1028,雷克斯暴龙
leikeyaweike	1139,雷克雅未克 1139,雷克雅维克
leikua	2674,累垮
leilang	1276,雷朗
leilangzu	1276,雷朗族
leilei	1323,累累 1323,累累 1323,累累 3423,磊磊
leileiche	966,勒勒车
leilifengxing	1339,雷厉风行
leiliumanmian	1271,泪流满面
leilong	696,雷龙
leiluo	3423,磊落
leiluodafang	3423,磊落大方
leiman	1224,雷曼
leimanxiongdi	1224,雷曼兄弟
leimengde	1039,雷蒙德
leiming	1680,雷鸣
leimu	311,类目
leimusiting	3163,雷姆斯汀
leimuxingxing	694,类木行星
leiniao	1263,雷鸟
leinuo	969,雷诺
leinuoa	969,雷诺阿
leinuoshu	969,雷诺数
leipa	2977,累趴
leipian	1008,类篇
leiqi	3221,垒砌
leiqiguan	441,类器官
leiqiu	2417,垒球
leiqiumian	628,类球面
leiqu	686,雷区
leiren	686,雷人 1271,泪人
leirenyuan	2312,类人猿
leirina	686,雷日纳
leiruo	5419,羸弱
leiruyuxia	1271,泪如雨下
leisha	966,勒杀
leishan	686,雷山
leishanxian	877,雷山县
leishe	703,雷射 4217,镭射
leishebi	956,雷射笔
leishen	686,雷神
leisheng	686,雷声
leishengongsi	686,雷神公司
leishenzhichui	2937,雷神之锤
leisheyinbiaoji	4217,镭射印表机
leishi	6502,礌石
leishu	311,类书
leishucidian	1044,类属词典
leishui	1271,泪水
leishuilianlian	3889,泪水涟涟
leisi	431,类似 966,勒死 3329,蕾丝 6213,耒耜
leisibian	3329,蕾丝边
leisidian	431,类似点
leisihuabian	3329,蕾丝花边
leisileihuo	1323,累死累活
leisiling	686,雷司令
leitai	3685,擂台
leitaisai	3685,擂台赛
leiting	2571,雷霆
leitong	686,雷同
leitui	505,类推
leiwangwang	1876,泪汪汪
leiwuqi	1244,类乌齐
leiwuqixian	1244,类乌齐县
leixian	2257,泪腺
leixin	1323,累心
leixing	556,类型
leixingti	537,类星体
leiyaer	686,雷亚尔
leiyan	1271,泪眼 3324,肋眼
leiyang	5701,耒阳
leiyangshi	5701,耒阳市
leiyanposuo	4335,泪眼婆娑
leiye	1451,泪液
leiying	5740,嫘萦
leiyu	928,雷雨
leiyucidian	1469,类语辞典
leizhayehu	1411,雷扎耶湖
leizhenyu	928,雷阵雨
leizhou	721,雷州
leizhoubandao	798,雷州半岛
leizhoushi	721,雷州市
leizhu	1286,泪珠
leizhui	2279,累坠 3574,累赘
leizi	686,雷子
lejianqicheng	619,乐见其成
lejie	1566,勒戒
lejishengbei	1166,乐极生悲
lejuan	2235,乐捐
lekaihua	619,乐开花
lekesi	966,勒克斯
lelangjun	2289,乐浪郡
leling	966,勒令 1510,乐龄 1965,乐陵
lelingshi	1965,乐陵市
lema	966,勒马
lengao	1960,冷傲
lengbaoli	1028,冷暴力
lengbuding	1168,冷不丁
lengbufang	700,冷不防
lengcai	1266,冷菜
lengcan	1465,冷餐
lengcang	907,冷藏
lengcangche	907,冷藏车
lengcangxiang	1453,冷藏箱
lengchang	700,冷场
lengchaorefeng	2325,冷嘲热讽
lengdan	1293,冷淡
lengdanguanxi	1293,冷淡关系
lengdong	2127,冷冻
lengdonggui	2127,冷冻柜
lengdongku	2127,冷冻库
lengfang	700,冷房
lengfeng	1671,冷锋
lengfu	2788,冷敷
lengfubu	2788,冷敷布
lenggan	2263,愣干
lenggong	982,冷宫
lenghan	1490,冷汗
lenghu	918,冷湖
lenghua	700,冷话
lenghuxingzhengqu	918,冷湖行政区
lengji	1739,冷寂
lengjia	3223,楞迦
lengjiadao	3223,楞迦岛
lengjiao	2897,棱角
lengjiner	2263,愣劲儿
lengjing	722,冷静 2897,棱镜
lengjingqi	722,冷静期
lengjun	2506,冷峻
lengku	1867,冷酷
lengkuwuqing	1867,冷酷无情
lengleng	700,冷冷
lenglengqingqing	700,冷冷清清
lenglie	4356,冷冽
lengluo	700,冷落
lengmei	1506,冷媒
lengmen	700,冷门
lengmian	700,冷面 700,冷面
lengmo	1777,冷漠
lengmoduidai	1777,冷漠对待
lengnu	1402,冷奴
lengnuan	1745,冷暖
lengnuanfang	1745,冷暖房
lengnuanzizhi	1745,冷暖自知
lengpan	1049,冷盘
lengpen	2035,冷盆
lengpi	2827,冷僻
lengqi	700,冷气
lengqiang	874,冷枪
lengqie	700,冷切
lengqiji	700,冷气机
lengqing	700,冷清
lengqingqing	700,冷清清
lengqishan	2153,冷气衫
lengque	700,冷却
lengqueji	1546,冷却剂
lengqueshui	700,冷却水
lengqueta	1030,冷却塔
lengrebing	700,冷热病
lengredushu	700,冷热度数
lengruobingshuang	2631,冷若冰霜
lengse	2836,冷涩
lengsensen	1029,冷森森
lengshener	2263,愣神儿
lengshui	700,冷水
lengshuijiang	700,冷水江
lengshuijiangshi	700,冷水江市
lengshuijizu	700,冷水机组
lengshuitan	2062,冷水滩
lengshuitanqu	2062,冷水滩区
lengshuo	2263,愣说
lengsisi	1026,冷丝丝
lengsousou	4266,冷飕飕
lengtai	2897,棱台
lengtian	700,冷天
lengtouerqing	2263,愣头儿青
lengtoulengnao	2263,愣头愣脑
lengxiao	700,冷笑
lengxiaohua	700,冷笑话
lengxue	700,冷血
lengxuedongwu	700,冷血动物
lengyan	700,冷眼 2104,冷艳 3223,楞严
lengyanlengyu	700,冷言冷语
lengyanpangguan	981,冷眼旁观
lengyin	1569,冷饮
lengyu	700,冷语 899,冷遇
lengyubingren	1070,冷语冰人
lengzha	3269,冷轧
lengzhan	700,冷战 700,冷战 700,冷战 1900,冷颤
lengzhishi	700,冷知识
lengzhu	2897,棱柱
lengzhui	3064,棱锥
lengzi	700,冷字
lengziyan	3223,楞子眼
lepang	1849,勒庞
leping	619,乐平
lepingshi	619,乐平市
lequ	1065,乐趣
lequle	64,了去了
lesha	6223,叻沙
leshan	619,乐山
leshandiqu	619,乐山地区
leshanhaoshi	749,乐善好施
leshanshi	619,乐山市
leshi	619,乐事 619,乐事
leshihui	619,乐施会
leshu	2602,乐蜀
lesibosi	966,勒斯波斯
lesibosidao	966,勒斯波斯岛
lesuo	966,勒索
lesuoruanjian	1043,勒索软件
lesuozui	966,勒索罪
letaotao	1601,乐陶陶
letian	619,乐天 619,乐天
letianpai	619,乐天派
letianzhiming	619,乐天知命
letou	1077,乐透
letu	619,乐土
lewai	2239,乐歪
leweifu	966,勒维夫
leweinasi	966,勒维纳斯
leweiye	1174,勒威耶
leyangyang	1337,乐羊羊
leye	619,乐业
leyexian	877,乐业县
leyi	619,乐意
leyu	619,乐于 6946,仂语
leyuan	988,乐园
leyuzhuren	619,乐于助人
lezaiqizhong	619,乐在其中
lezhi	619,乐之 619,乐至
lezhixian	877,乐至县
lezhu	8783,簕竹
lezi	619,乐子
lezizi	1931,乐滋滋
lian	472,李安 518,立案 971,离岸
lianai	1464,恋爱 1599,怜爱
lianan	3028,联氨
lianba	2925,敛巴
lianbai	862,连败
lianbang	1363,联邦
lianbangdeguo	1363,联邦德国
lianbangdiaochaju	1363,联邦调查局
lianbangkuaidi	1538,联邦快递
lianbangzhengfu	1363,联邦政府
lianbangzhi	1363,联邦制
lianbangzhou	1363,联邦州
lianbao	356,联保 1433,脸薄
lianbazi	615,脸巴子
lianbendaili	399,连本带利
lianbendaipao	1285,连奔带跑
lianbi	399,连比 956,连笔 3589,连璧
lianbiao	2099,链表
lianbiaobingzhen	5511,连镳并轸
lianbing	1005,练兵
lianbo	1275,联播
lianbu	615,脸部 2458,帘布 2925,敛步
lianbubiaoqing	615,脸部表情
liancai	2925,敛财
liancang	3824,镰仓
liancangmufu	3824,镰仓幕府
lianchan	356,联产
lianchandaohu	801,联产到户
